COMM_NAME,COMM_CODE,COMM_WT,Index:2012-13,Index:2013-14,Index:2014-15,Index:2015-16,Index:2016-17,Index:2017-18,Index:2018-19,Index:2019-20,Index:2020-21,Index:2021-22,Index:2022-23
f. Manufacture of grain mill products,1301060000,2.00952,117.55,125.94999999999999,125.65,128.45,136.85,138.7,143.64999999999998,145.5,143.7,151.2,162.1
Maida,1301060001,0.19044,122.7,131.8,130.25,134.9,141.45,140.5,152.75,153.25,144.8,161.60000000000002,183.3
Wheat flour (Atta),1301060002,0.21121,119.4,126.75,128.55,133.2,141.95,142.4,151.7,153.10000000000002,146.95,160.85,179.0
Wheat Bran,1301060003,0.0397,123.65,132.75,138.05,147.0,155.39999999999998,155.7,169.85,178.35000000000002,170.3,186.55,204.2
Sooji (rawa ),1301060004,0.02473,120.5,129.85,131.60000000000002,135.10000000000002,141.25,140.89999999999998,149.55,152.2,146.7,157.05,173.6
"Flour of cereals other than rice, wheat etc.",1301060005,0.00742,135.60000000000002,142.55,151.95,170.25,172.45,164.1,176.15,194.7,219.35,240.65,244.8
Gram powder (besan),1301060006,0.0959,118.55000000000001,100.6,116.65,169.4,191.6,149.75,141.7,147.55,157.2,160.35,158.8
"Rice, Non-basmati",1301060007,0.94347,118.75,129.05,129.95,134.35,146.55,150.8,151.89999999999998,154.89999999999998,153.25,156.89999999999998,165.9
Basmati rice,1301060008,0.4264,110.85,121.2,113.6,99.55,97.05,103.7,113.85,113.1,113.69999999999999,121.75,131.1
Rice products,1301060009,0.07025,113.94999999999999,121.7,119.5,120.30000000000001,130.95,144.75,148.05,141.85,143.0,150.65,157.6
g. Manufacture of starches and starch products,1301070000,0.10955,108.7,110.85,108.80000000000001,113.1,113.55,112.6,125.39999999999999,127.55,121.15,144.7,158.9
Vegetable starch,1301070001,0.10955,108.7,110.85,108.80000000000001,113.1,113.55,112.6,125.39999999999999,127.55,121.15,144.7,158.9
h. Manufacture of bakery products,1301080000,0.21459,110.1,116.5,121.55,124.85,127.9,128.75,130.75,135.45,140.6,152.75,163.0
"Biscuit, cookies",1301080001,0.15875,109.1,114.55000000000001,119.2,122.35,124.25,124.1,124.0,126.25,130.45,142.3,152.7
"Bread, buns & croissant",1301080002,0.035,114.25,124.25,130.25,134.25,143.0,147.45,156.4,168.7,176.7,191.60000000000002,203.1
"Cakes, pastries & muffins",1301080003,0.02084,111.19999999999999,118.9,125.2,128.25,130.95,132.85,138.5,149.85,157.2,167.4,174.1
"i. Manufacture of sugar, molasses & honey",1301090000,1.16275,111.19999999999999,109.0,102.75,108.6,128.25,120.3,113.80000000000001,118.65,119.65,124.55000000000001,126.8
Sugar,1301090001,1.05553,110.55000000000001,106.85,99.75,105.75,126.1,120.55,114.9,117.65,118.55,122.94999999999999,124.8
Molasses,1301090002,0.04486,123.39999999999999,139.85000000000002,139.6,147.45,164.6,88.05,55.05,110.19999999999999,120.6,134.9,140.8
Bagasse,1301090003,0.0276,117.4,130.2,133.0,135.5,145.75,145.8,141.60000000000002,145.0,131.65,136.6,145.3
Gur,1301090004,0.02354,114.1,116.4,113.25,113.75,129.05,129.0,127.05,132.4,132.65,137.2,140.5
Honey,1301090005,0.01122,103.15,120.55,141.10000000000002,140.05,141.15,143.39999999999998,146.7,154.65,161.45,175.45,177.3
"j. Manufacture of cocoa, chocolate and sugar confectionery",1301100000,0.17501,106.69999999999999,112.5,117.45,121.7,125.4,126.4,127.1,127.30000000000001,128.55,132.7,135.9
Chocolate & cocoa powder,1301100001,0.09685,107.35,115.25,121.55000000000001,125.8,128.25,128.45,129.15,126.55,128.0,135.0,138.9
Sugar confectionary,1301100002,0.07816,105.9,108.94999999999999,112.3,116.6,121.85,123.9,124.65,128.3,129.2,129.85000000000002,132.0
"k. Manufacture of macaroni, noodles, couscous and similar farinaceous products",1301110000,0.0264,109.1,113.85,119.55000000000001,128.89999999999998,134.85,131.60000000000002,134.45,132.3,132.8,145.25,155.8
Noodles & similar extruded products,1301110001,0.0264,109.1,113.85,119.55000000000001,128.89999999999998,134.85,131.60000000000002,134.45,132.3,132.8,145.25,155.8
l. Manufacture of Tea & Coffee products,1301120000,0.37083,116.4,122.15,121.75,125.30000000000001,126.55000000000001,132.85,138.85,149.39999999999998,167.6,174.55,178.2
Processed Tea,1301120001,0.33175,116.9,122.95,121.80000000000001,125.75,127.15,134.3,141.2,152.65,172.8,179.4,182.4
Instant Coffee,1301120002,0.03292,113.35,115.15,120.4,118.25,117.7,117.55,114.0,117.0,118.69999999999999,126.4,135.0
Coffee powder with chicory,1301120003,0.00616,108.8,114.7,126.89999999999999,139.2,141.35,137.65,145.8,147.9,148.5,169.6,184.5
m. Manufacture of Processed condiments & salt,1301130000,0.16302,100.69999999999999,109.5,117.19999999999999,123.6,121.2,119.75,125.6,138.35000000000002,150.4,164.95,176.5
Spices (including mixed spices),1301130001,0.1361,98.8,108.25,117.85,126.0,123.15,121.0,127.15,141.0,153.45,167.3,178.5
Salt,1301130002,0.02692,110.1,115.5,114.05,111.65,111.6,113.55,117.85,124.80000000000001,134.85,152.9,166.3
n. Manufacture of processed ready to eat food,1301140000,0.02428,106.45,111.7,118.7,124.8,126.5,126.95,127.6,129.89999999999998,134.14999999999998,138.7,141.2
Instant Food/Prepared meals based on vegetables,1301140001,0.02428,106.45,111.7,118.7,124.8,126.5,126.95,127.6,129.89999999999998,134.14999999999998,138.7,141.2
o. Manufacture of Health supplements,1301150000,0.225,112.0,123.7,129.6,139.35,142.7,140.45,151.3,153.65,145.4,164.1,179.4
Corn Flake,1301150001,0.18477,110.0,119.4,127.4,140.1,146.65,144.55,158.1,162.14999999999998,153.5,172.75,187.9
Whey powder,1301150002,0.04023,121.15,143.45,139.8,136.0,124.6,121.8,120.05,114.75,108.19999999999999,124.05000000000001,140.8
p. Manufacture of prepared animal feeds,1301160000,0.3563,131.0,138.8,143.05,159.10000000000002,160.25,154.15,164.35,171.39999999999998,182.1,204.45,208.8
Gola & similar Cattle Feed,1301160001,0.21073,131.25,141.6,143.2,152.9,156.65,154.7,164.4,173.3,181.60000000000002,203.60000000000002,213.3
Rice Bran Extract,1301160002,0.03918,122.95,125.60000000000001,120.65,130.95,138.65,139.2,152.15,158.3,162.7,195.0,215.4
Soya preparations excluding oil,1301160003,0.01012,139.14999999999998,155.6,157.4,155.7,145.85,140.9,142.8,146.25,169.35,194.39999999999998,186.4
Cotton seed oil cake,1301160004,0.06115,119.6,128.15,134.25,158.15,159.95,146.55,160.55,162.95,175.85000000000002,200.65,197.5
Mustard oil cake,1301160005,0.03512,155.85,150.5,178.25,229.9,210.55,184.8,190.14999999999998,196.5,221.35,229.65,200.7
(B). MANUFACTURE OF BEVERAGES,1302000000,0.90907,106.65,111.55,113.35,114.75,117.15,119.55000000000001,121.85,124.0,125.3,127.5,128.9
a. Manufacture of wines & spirits,1302010000,0.40833,107.30000000000001,111.8,111.6,111.75,113.69999999999999,113.6,115.25,118.85,121.30000000000001,125.65,129.3
Spirits,1302010001,0.23997,107.55,111.1,109.8,107.2,106.9,106.5,107.8,110.4,112.30000000000001,115.7,118.2
Wine,1302010002,0.09479,103.55,105.80000000000001,107.05,112.65,116.80000000000001,118.95,118.25,117.3,119.15,122.1,124.8
Rectified spirit,1302010003,0.07357,111.6,121.94999999999999,123.6,125.5,131.8,129.75,135.60000000000002,148.2,153.2,162.75,171.6
b. Manufacture of malt liquors and malt,1302020000,0.22526,103.30000000000001,108.94999999999999,111.4,112.30000000000001,115.55000000000001,118.85,122.5,126.2,127.65,132.25,134.5
Beer,1302020001,0.16276,102.65,108.4,111.25,114.69999999999999,119.3,123.55000000000001,126.5,128.89999999999998,129.3,133.2,134.9
Country liquor,1302020002,0.0625,105.1,110.25,111.9,106.05000000000001,105.75,106.69999999999999,112.15,119.0,123.35,129.8,133.3
c. Manufacture of soft drinks; production of mineral waters and other bottled waters,1302030000,0.27548,108.4,113.4,117.44999999999999,121.15,123.65,129.05,131.14999999999998,129.95,129.4,126.4,123.7
Aerated drinks/soft drinks (incl. soft drink concentrates),1302030001,0.25793,108.4,113.35,117.45,121.45,123.94999999999999,129.4,131.55,130.3,129.55,126.35,123.4
Bottled Mineral water,1302030002,0.01755,107.85,114.6,117.25,116.25,119.35,124.1,124.9,124.9,126.1,126.94999999999999,127.6
(C). MANUFACTURE OF TOBACCO PRODUCTS,1303000000,0.51357,110.7,117.35,127.4,136.3,143.85,149.25,151.75,154.8,158.35,161.95,165.3
a. Manufacture of tobacco products,1303010000,0.51357,110.7,117.35,127.4,136.3,143.85,149.25,151.75,154.8,158.35,161.95,165.3
Cigarette,1303010001,0.16619,113.0,121.45,140.60000000000002,154.25,156.7,154.4,163.0,172.05,175.35000000000002,174.45,174.7
Biri,1303010002,0.11183,114.05,121.69999999999999,130.6,143.0,157.95,180.25,187.9,191.15,196.8,205.85,209.3
Other tobacco products,1303010003,0.23555,107.5,112.4,116.5,120.44999999999999,128.15,130.85,126.6,125.35,128.3,132.35,137.7
(D). MANUFACTURE OF TEXTILES,1304000000,4.88068,106.9,112.75,111.05000000000001,109.69999999999999,112.1,115.05000000000001,118.1,116.6,124.25,139.6,142.7
a. Preparation and spinning of textile fibres,1304010000,2.58154,107.35,113.1,107.2,102.05000000000001,104.55,107.85,109.9,105.80000000000001,114.85,132.39999999999998,133.2
Cotton Yarn,1304010001,1.34192,109.25,117.15,111.25,107.55000000000001,111.7,114.4,116.44999999999999,112.8,123.69999999999999,147.15,149.4
Synthetic yarn,1304010002,0.53794,105.45,107.69999999999999,102.05,96.3,96.1,99.35,102.1,96.4,102.35,114.7,114.9
Viscose yarn,1304010003,0.09019,107.5,108.15,104.69999999999999,104.19999999999999,108.15,111.1,114.05000000000001,111.9,114.55,127.5,127.5
Woollen yarn,1304010004,0.10192,103.69999999999999,109.6,109.05000000000001,105.55,106.45,109.5,114.30000000000001,112.2,111.15,115.8,114.8
Texturised and twisted Yarn,1304010005,0.50957,105.05,109.8,102.05,92.6,93.6,98.5,99.45,95.0,105.4,116.45,114.3
b. Weaving & Finishing of textiles,1304020000,1.50903,105.9,111.75,115.15,119.0,121.1,123.8,128.55,130.1,137.35,151.95,158.9
Cotton woven cloth,1304020001,0.00942,104.9,112.15,114.4,115.25,115.65,113.35,110.65,110.75,115.75,129.8,139.1
Woollen woven cloth,1304020002,0.04506,110.05000000000001,114.95,116.15,115.05,114.30000000000001,118.4,124.25,126.35,126.44999999999999,128.85,130.5
Synthetic Fabric  Others,1304020003,0.05493,104.6,107.65,107.9,108.5,109.75,111.45,112.1,108.75,110.05,123.85,130.0
"Cotton cloth (dyed, printed, or otherwise finished/processed)",1304020004,0.94619,105.65,112.44999999999999,113.94999999999999,113.19999999999999,114.85,118.75,123.69999999999999,123.55000000000001,127.15,144.2,155.8
"Fabric, polyethylene",1304020005,0.05304,113.9,122.1,119.55000000000001,114.1,114.1,119.75,120.69999999999999,116.05000000000001,122.7,128.60000000000002,125.0
"Fabrics/cloth, rayon",1304020006,0.08362,108.6,112.85,109.55,102.25,108.0,114.0,115.15,111.0,114.25,126.64999999999999,131.8
Jute sacking cloth/Gunny and hessian cloth,1304020007,0.31677,104.35,108.0,120.75,144.1,147.55,145.3,151.75,161.95,183.14999999999998,194.45,190.7
c. Manufacture of knitted and crocheted fabrics,1304030000,0.19296,108.7,113.1,109.65,106.05,107.69999999999999,110.44999999999999,113.45,114.45,118.80000000000001,128.5,129.9
Knitted fabrics of cotton,1304030001,0.17714,108.75,112.8,108.94999999999999,105.15,106.85,109.9,113.15,114.4,118.25,127.69999999999999,129.3
Cotton hosiery cloth,1304030002,0.01582,108.25,116.9,117.5,116.15,116.75,116.4,116.80000000000001,115.4,124.65,137.35,137.1
"d. Manufacture of made-up textile articles, except apparel",1304040000,0.2985,106.8,111.95,116.15,119.0,122.9,126.25,132.55,133.4,134.2,145.0,153.6
Bed linen/Bed Spread,1304040001,0.05655,105.75,108.0,111.15,115.25,118.55,121.7,127.5,134.55,140.10000000000002,146.4,152.0
Blankets,1304040002,0.00895,99.1,99.95,98.65,92.9,91.85,91.7,92.15,88.0,85.5,88.4,89.3
Quilts,1304040003,0.009,93.6,95.55000000000001,94.65,96.0,95.6,98.1,106.55,117.0,121.65,123.6,127.0
Cotton Dyed/printed textile,1304040004,0.049,101.5,108.25,113.9,115.95,120.35,126.0,128.6,128.3,129.8,141.10000000000002,150.3
Cotton Towel,1304040005,0.09734,108.85,113.4,120.15,124.25,128.6,133.3,147.95,146.2,143.3,156.3,165.5
Terry Towel,1304040006,0.05824,111.25,120.1,121.44999999999999,121.0,123.75,123.75,121.55,120.75,121.94999999999999,137.64999999999998,152.0
Curtains,1304040007,0.01942,109.75,114.25,118.45,128.35,137.7,141.3,143.55,145.2,147.4,151.65,153.5
"e. Manufacture of cordage, rope, twine and netting",1304050000,0.09776,111.8,122.44999999999999,134.35,142.35,143.15,140.25,139.75,147.14999999999998,161.89999999999998,164.9,156.8
Nylon rope,1304050001,0.00911,108.9,113.9,113.45,107.5,105.1,107.3,108.95,108.94999999999999,111.0,114.75,115.1
Cordage/ropes/twines of jute and coir,1304050002,0.08865,112.1,123.35,136.5,145.95,147.0,143.60000000000002,142.89999999999998,151.1,167.15,170.05,161.1
f. Manufacture of other textiles,1304060000,0.20089,104.94999999999999,111.2,112.15,112.0,114.9,118.05,117.69999999999999,116.55,119.55,129.4,132.2
Tyre cord fabric,1304060001,0.07297,100.75,103.35,97.65,86.8,84.75,90.9,92.94999999999999,85.69999999999999,90.8,103.30000000000001,103.0
Carpets and other floor coverings of textiles,1304060002,0.12792,107.35,115.69999999999999,120.44999999999999,126.35,132.05,133.60000000000002,131.85,134.2,136.1,144.3,148.9
(E). MANUFACTURE OF WEARING APPAREL,1305000000,0.81414,113.80000000000001,119.95,124.85,129.2,133.3,137.85000000000002,138.55,138.25,140.2,145.3,148.7
"a. Manufacture of wearing apparel (woven), except fur apparel",1305010000,0.59324,116.6,122.4,128.35,133.2,135.5,138.55,139.3,138.64999999999998,139.5,144.1,147.3
Shirts/half shirts of cotton and/or man-made fibre,1305010001,0.35583,124.1,128.9,133.05,139.0,142.9,146.45,147.6,147.14999999999998,150.10000000000002,158.0,162.3
Trouser/pants made of cotton and/or man-made fibre,1305010002,0.01377,102.75,109.9,117.55000000000001,121.0,123.85,126.4,129.3,129.3,127.6,133.1,139.6
"Men/Boys suits, coats and jackets",1305010003,0.12904,102.5,110.25,121.80000000000001,124.1,123.8,128.3,131.45,133.05,132.4,131.55,134.1
Leather garments incl. Jackets,1305010004,0.0946,109.55,116.55,121.05,125.35,125.44999999999999,124.45,120.44999999999999,115.7,111.05,110.55,110.4
b. Manufacture of knitted and crocheted apparel,1305020000,0.2209,106.3,113.35,115.55,118.6,127.44999999999999,136.0,136.45,137.10000000000002,142.05,148.4,152.2
"Cardigans and pullovers, knitted",1305020001,0.03253,104.05000000000001,110.35,113.0,113.25,116.80000000000001,121.94999999999999,122.95,121.65,118.5,120.05,120.8
"Shawls and scarves, knitted",1305020002,0.06085,112.15,119.85,125.85,129.35,140.45,155.9,155.05,156.89999999999998,171.3,179.65,184.0
"Babies garments, knitted",1305020003,0.08874,103.75,111.55000000000001,110.3,114.8,127.44999999999999,135.7,137.75,139.55,142.8,149.6,154.2
"Hosiery goods, others cotton",1305020004,0.03878,104.9,109.65,113.55,114.9,115.85,117.44999999999999,115.45,113.30000000000001,114.0,120.5,124.1
(F). MANUFACTURE OF LEATHER AND RELATED PRODUCTS,1306000000,0.5354,109.94999999999999,117.5,120.80000000000001,122.6,121.35,120.94999999999999,120.55,118.25,118.15,120.6,122.2
a. Tanning and dressing of leather; dressing and dyeing of fur,1306010000,0.14215,115.55000000000001,125.65,129.15,123.85,116.55000000000001,111.35,108.6,104.05,101.15,104.7,105.6
Vegetable Tanned Leather,1306010001,2e-05,113.5,122.45,115.05,103.85,104.3,104.05,103.05,100.75,96.9,96.5,96.4
Chrome Tanned Leather,1306010002,0.14213,115.55000000000001,125.65,129.15,123.85,116.6,111.35,108.6,104.05,101.15,104.7,105.6
"b. Manufacture of luggage, handbags, saddlery and harness",1306020000,0.0754,113.35,122.05,126.3,132.8,131.55,132.7,135.1,137.2,139.45,141.75,141.0
"Travel goods, handbags, office bags, etc.",1306020001,0.03798,113.65,123.5,126.8,130.0,131.7,134.5,138.2,141.7,145.85000000000002,148.95,147.0
Belt & Other Articles of Leather,1306020002,0.01909,106.30000000000001,108.15,116.25,129.95,124.9,126.85000000000001,127.55000000000001,128.05,129.9,135.2,137.7
"Harness, Saddles & Other related Items",1306020003,0.00831,123.75,139.14999999999998,136.85,136.75,133.3,131.8,133.3,133.2,132.5,133.05,133.9
Gloves of leather,1306020004,0.01002,116.75,128.75,134.75,145.25,142.64999999999998,137.85,139.45,141.2,139.15,133.89999999999998,130.9
c. Manufacture of footwear,1306030000,0.31785,106.65,112.75,115.75,119.6,121.1,122.44999999999999,122.45,120.19999999999999,120.75,122.65,125.2
Leather Shoe,1306030001,0.20737,106.1,113.1,115.30000000000001,120.80000000000001,122.5,123.6,123.30000000000001,119.8,118.55,118.75,122.7
Athletic/sport shoes,1306030002,0.01651,105.75,112.0,114.9,114.1,113.95,115.3,113.3,110.35,108.85,103.55,103.4
Canvas shoes,1306030003,0.01281,109.44999999999999,115.35,116.9,119.45,123.35,128.3,131.5,134.8,139.75,141.3,142.0
Plastic/PVC Chappals,1306030004,0.06382,105.65,108.2,113.05,114.44999999999999,115.2,116.1,116.65,118.75,128.45,138.14999999999998,137.4
Waterproof footwear,1306030005,0.01734,115.55,125.1,130.4,129.60000000000002,130.85,135.0,135.0,128.75,115.6,116.5,119.1
(G). MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK  ,1307000000,0.77181,113.9,121.19999999999999,126.8,129.85,130.5,132.05,133.9,133.64999999999998,137.0,142.1,143.2
a. Saw milling and planing of wood,1307010000,0.12417,112.5,116.6,119.7,121.35,121.95,121.75,124.1,121.2,123.45,132.5,137.6
"Timber/wooden plank, sawn/resawn",1307010001,0.05444,112.25,115.7,120.95,122.7,120.19999999999999,116.5,120.55000000000001,117.5,120.55,134.65,143.0
"Wood cutting, processed/sized",1307010002,0.05037,110.9,117.85,122.05,125.80000000000001,129.60000000000002,131.85000000000002,132.65,128.3,127.35,131.8,135.5
Wooden splint,1307010003,0.01936,117.55000000000001,115.9,110.15,105.94999999999999,106.85,110.15,112.0,112.94999999999999,121.45,128.2,127.6
"b. Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board and other panels and boards",1307020000,0.4933,112.45,118.95,125.4,128.5,128.75,133.25,136.2,135.65,138.6,142.2,141.8
Plywood block boards,1307020001,0.19458,108.25,114.15,120.55,121.05000000000001,120.5,120.9,122.2,124.1,127.44999999999999,133.2,137.4
Particle Boards,1307020002,0.11558,108.75,112.80000000000001,113.65,110.95,109.65,112.9,114.65,112.6,115.15,121.1,123.8
Lamination wooden sheets/Veneer sheets,1307020003,0.18314,119.25,128.0,138.05,147.55,149.55,159.15,164.7,162.4,165.3,165.1,157.7
c. Manufacture of builders carpentry and joinery,1307030000,0.03558,113.35,118.15,131.4,144.8,157.10000000000002,158.7,165.45,179.45,189.3,197.85000000000002,204.0
Wooden panel,1307030001,0.02696,115.6,120.35,137.35000000000002,154.9,171.55,175.9,185.45,203.9,217.25,228.65,237.0
Wooden board (non-electrical),1307030002,0.00862,106.30000000000001,111.25,112.7,113.15,112.0,104.69999999999999,102.85,103.0,101.80000000000001,101.5,100.5
d. Manufacture of wooden containers,1307040000,0.11876,121.8,136.0,138.5,139.6,138.9,129.75,125.25,124.95,129.0,135.14999999999998,136.7
Wooden block - compressed or not,1307040001,0.00965,105.85,110.9,114.80000000000001,117.2,122.65,132.25,139.5,140.75,142.25,145.95,149.7
Wooden box/crate,1307040002,0.10911,123.19999999999999,138.25,140.55,141.55,140.35,129.55,124.0,123.55000000000001,127.80000000000001,134.2,135.6
(H). MANUFACTURE OF PAPER AND PAPER PRODUCTS,1308000000,1.11322,105.94999999999999,112.15,113.3,112.9,115.55,120.6,122.69999999999999,120.6,127.4,144.35,152.0
"a. Manufacture of pulp, paper and paperboard",1308010000,0.49296,106.05,113.55000000000001,115.69999999999999,116.1,119.5,124.94999999999999,128.10000000000002,123.7,130.55,148.75,158.4
Newsprint,1308010001,0.07923,108.19999999999999,115.05000000000001,113.6,111.95,112.6,119.2,122.7,110.15,115.9,136.85,148.2
Paper for printing & writing,1308010002,0.19261,106.15,114.85,117.05,117.3,120.85,126.85,134.9,130.9,129.3,146.75,165.5
Paper bag including craft paper bag,1308010003,0.00123,100.0,100.0,105.85,127.30000000000001,156.45,176.9,159.25,128.65,148.7,180.14999999999998,173.1
Base paper,1308010004,0.01093,108.85,114.9,117.8,115.1,119.55,125.65,120.65,119.6,134.5,151.05,153.1
Kraft paper,1308010005,0.0822,103.95,109.75,113.65,116.25,121.85,127.85,122.5,118.1,137.75,159.2,154.2
Laminated Paper,1308010006,0.0282,111.3,119.15,121.85,123.6,131.15,138.05,140.45,138.5,141.55,148.2,149.6
Card board,1308010007,0.031,99.05,107.9,110.9,110.35,113.5,113.75,110.9,110.94999999999999,131.9,158.55,158.0
Tissue paper,1308010008,0.02255,108.1,119.65,119.4,121.8,124.1,128.5,138.85,146.05,163.2,182.25,200.7
Press board,1308010009,0.003,100.69999999999999,105.65,108.45,104.05000000000001,101.30000000000001,101.85,105.1,105.8,106.65,119.8,127.8
Hard board,1308010010,0.00062,104.7,108.4,112.75,125.45,128.89999999999998,133.6,136.55,134.25,136.5,151.14999999999998,157.9
Bristle paper board,1308010011,0.03288,105.7,109.9,114.95,114.65,115.5,118.5,118.94999999999999,115.6,125.25,136.65,140.4
Poster paper,1308010012,0.00604,105.55000000000001,114.15,120.4,121.35,123.05,126.05000000000001,127.95,127.95,128.45,134.35000000000002,140.4
Pulp board,1308010013,0.00247,103.30000000000001,103.85,106.8,103.7,100.9,99.8,100.55000000000001,97.25,102.2,124.25,136.4
b. Manufacture of corrugated paper and paperboard and containers of paper and paperboard,1308020000,0.31422,109.4,113.05,113.65,114.1,115.30000000000001,116.15,115.8,117.0,128.2,143.0,148.3
Corrugated sheet box,1308020001,0.19469,112.25,114.5,112.2,109.7,109.45,108.05000000000001,105.55,106.95,120.55000000000001,135.75,141.3
Corrugated paper board,1308020002,0.01591,102.65,108.25,111.8,116.0,123.0,121.85,122.05000000000001,125.0,133.65,149.95,157.4
Card board box,1308020003,0.02722,110.4,113.35,115.05000000000001,114.6,116.55000000000001,123.65,124.65,126.25,135.95,149.25,150.6
Paper carton/box,1308020004,0.0764,103.15,110.35,117.3,124.65,128.2,132.85000000000002,137.45,137.55,143.9,157.7,163.4
c. Manufacture of other articles of paper and paperboard,1308030000,0.30604,102.30000000000001,109.05000000000001,108.94999999999999,106.5,109.55000000000001,118.15,121.05,119.45,121.45,138.75,145.6
Duplex paper,1308030001,0.18002,97.6,103.6,104.25,101.0,103.65,115.35,116.85,117.44999999999999,124.14999999999999,142.05,141.4
Map litho paper,1308030002,0.09799,108.80000000000001,116.5,116.65,116.6,120.6,124.80000000000001,130.1,125.3,119.15,136.95,157.5
Laminated plastic sheet,1308030003,0.02803,109.65,117.75,112.55000000000001,106.55000000000001,108.44999999999999,112.9,116.6,112.15,112.05000000000001,124.3,131.1
(I). PRINTING AND REPRODUCTION OF RECORDED MEDIA ,1309000000,0.67622,113.7,121.2,130.25,137.95,142.25,144.95,147.75,151.95,154.9,162.85000000000002,172.5
a. Printing,1309010000,0.67622,113.7,121.2,130.25,137.95,142.25,144.95,147.75,151.95,154.9,162.85000000000002,172.5
Newspaper,1309010001,0.03031,113.45,125.85,132.60000000000002,130.89999999999998,130.85,134.4,139.3,142.2,147.95,153.05,155.3
Journal/periodical,1309010002,0.21333,113.2,125.15,136.6,145.75,149.1,150.35,153.60000000000002,159.89999999999998,164.14999999999998,175.85000000000002,190.7
Printed labels/posters/calendars,1309010003,0.09471,112.25,111.05000000000001,108.4,106.75,108.25,105.85,102.85,102.75,101.65,102.55,103.2
Printed form & schedule,1309010004,0.01659,113.9,123.15,124.95,132.4,125.94999999999999,125.75,131.9,144.25,148.5,156.65,161.5
Printed Books,1309010005,0.29985,115.80000000000001,122.8,135.2,146.7,153.85,159.3,163.3,167.35,170.55,178.5,188.6
Hologram (3D),1309010006,0.00297,77.0,87.65,95.95,95.30000000000001,107.65,113.95,116.19999999999999,115.85,116.80000000000001,119.6,118.8
Sticker plastic,1309010007,0.01846,97.85,96.25,95.5,90.8,88.44999999999999,89.0,90.65,90.6,91.05,97.6,101.7
(J). MANUFACTURE OF CHEMICALS AND CHEMICAL PRODUCTS,1310000000,6.46505,110.1,114.94999999999999,114.69999999999999,111.75,111.3,115.2,118.8,116.95,123.80000000000001,139.1,145.4
a. Manufacture of basic chemicals,1310010000,1.4333,108.7,113.85,110.75,104.9,106.55000000000001,117.1,123.6,118.0,127.85,151.8,159.2
Fatty acid,1310010001,0.02257,101.65,104.05,96.35,89.95,98.95,101.25,98.35,101.6,121.7,147.3,152.9
Organic Solvent,1310010002,0.00015,112.65,117.65,106.2,96.6,98.8,104.55,102.65,94.25,104.30000000000001,127.15,128.1
Dye stuff/dyes incl. dye intermediates and pigments/colours,1310010003,0.22821,114.7,128.75,125.5,113.1,114.05000000000001,121.0,127.64999999999999,125.9,130.8,145.14999999999998,148.3
Acetic acid and Its Derivatives,1310010004,0.02452,101.45,114.1,113.65,95.75,96.25,126.5,121.89999999999999,105.3,152.15,169.05,140.6
Aromatic chemicals,1310010005,0.03278,105.5,110.9,110.30000000000001,104.0,102.0,108.65,119.5,116.65,120.2,132.3,139.8
Caustic soda (sodium hydroxide),1310010006,0.08237,118.0,115.8,115.65,121.8,134.85,159.9,156.0,124.95,120.1,184.3,212.9
Soda ash/washing soda,1310010007,0.06255,115.2,122.25,127.35000000000001,123.8,124.05,128.65,137.75,133.2,132.10000000000002,168.7,193.6
Carbon Black,1310010008,0.10555,109.80000000000001,110.35,92.8,73.0,73.35,98.3,113.35,94.05,104.55,152.15,176.6
Ethyl acetate,1310010009,0.03246,100.45,110.19999999999999,108.35,99.5,99.4,109.9,110.69999999999999,105.55,124.35000000000001,139.89999999999998,135.7
Mono Ethyl Glycol,1310010010,0.04397,108.6,111.75,105.3,95.65,95.95,108.35,91.0,70.75,82.55,94.0,89.7
Alkyl Benzene,1310010011,0.07318,110.30000000000001,115.94999999999999,96.4,84.19999999999999,84.5,90.6,93.1,90.80000000000001,104.6,128.55,136.6
Ethylene Oxide,1310010012,0.01294,110.9,116.4,110.3,100.45,100.3,107.25,108.65,102.95,106.3,125.9,133.1
Other Petrochemical Intermediates,1310010013,0.00684,93.55,103.65,106.05000000000001,105.55,102.85,106.6,111.45,111.5,116.85,127.94999999999999,126.4
Menthol,1310010014,0.02162,111.30000000000001,89.25,80.7,84.69999999999999,90.75,113.1,118.55000000000001,104.44999999999999,85.5,81.35,82.7
Camphor,1310010015,0.00751,93.9,107.75,100.9,92.75,105.05,166.55,217.95,200.64999999999998,229.65,223.55,200.3
Amine,1310010016,0.05566,120.2,129.14999999999998,124.15,115.9,111.5,122.45,134.2,134.25,145.75,173.1,183.2
"Aniline (including pna, ona, ocpna)",1310010017,0.03068,122.95,130.10000000000002,124.2,114.55000000000001,117.55,124.65,123.65,129.14999999999998,169.9,201.85000000000002,203.4
Nitric Acid,1310010018,0.02048,108.85,117.19999999999999,131.25,141.9,135.55,131.3,139.35,138.3,162.55,216.25,249.0
Sulphuric Acid,1310010019,0.03029,90.6,90.35,104.05000000000001,107.5,105.55,134.2,149.7,107.65,128.65,171.25,159.5
Phosphoric acid,1310010020,0.02073,103.35,101.6,107.6,105.35,93.25,90.19999999999999,92.05000000000001,91.05000000000001,93.55,110.2,118.7
